food_id,food_name,category,cuisine,meal_type,serving_size_g,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,vegetarian,vegan,gluten_free,diabetic_friendly,high_protein,low_fat,heart_healthy,weight_loss_friendly,main_ingredients,tags
127,Tengra Tok (Sour Curry),Fish,Bangladeshi,Dinner,100,189.0,21.5,7.6,8.6,0.1,0.7,449.4,No,No,Yes,Yes,Yes,No,No,Yes,"Tengra, oil, spices","fish,seafood,protein"
128,Tengra Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,150,108.2,18.2,5.1,4.8,0.5,0.3,367.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Tengra, oil, spices","fish,seafood,protein"
129,Tengra Chochchori,Fish,Bangladeshi,Lunch,120,235.3,19.0,9.6,12.8,0.8,1.7,588.5,No,No,Yes,Yes,Yes,No,No,No,"Tengra, oil, spices","fish,seafood,protein"
130,Tengra Curry,Fish,Bangladeshi,Lunch,150,248.7,24.1,4.7,6.1,0.7,0.6,302.9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Tengra, oil, spices","fish,seafood,protein"
131,Tengra Grilled,Fish,Bangladeshi,Lunch,100,239.2,21.2,6.0,5.4,0.6,0.1,485.8,No,No,Yes,Yes,Yes,Yes,No,Yes,"Tengra, oil, spices","fish,seafood,protein"
132,Tengra Roast,Fish,Bangladeshi,Lunch,120,167.2,18.7,5.7,15.3,0.8,1.1,188.2,No,No,Yes,Yes,Yes,No,No,No,"Tengra, oil, spices","fish,seafood,protein"
133,Bata Bhuna,Fish,Bangladeshi,Lunch,100,125.2,21.8,8.7,7.6,0.7,1.0,348.9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Bata, oil, spices","fish,seafood,protein"
134,Bata Jhol (Curry),Fish,Bangladeshi,Dinner,100,220.8,16.3,6.3,7.8,0.7,1.0,450.2,No,No,Yes,Yes,Yes,Yes,No,Yes,"Bata, oil, spices","fish,seafood,protein"
135,Bata Bhaja (Fried),Fish,Bangladeshi,Lunch,100,163.2,21.6,2.1,8.1,0.2,0.3,265.0,No,No,Yes,Yes,Yes,No,Yes,Yes,"Bata, oil, spices","fish,seafood,protein"
136,Bata Shorshe (Mustard Curry),Fish,Bangladeshi,Dinner,100,101.2,23.2,3.8,9.5,0.7,1.0,525.0,No,No,Yes,Yes,Yes,No,No,Yes,"Bata, oil, spices","fish,seafood,protein"
137,Bata Dopiaza,Fish,Bangladeshi,Dinner,100,163.5,23.2,6.4,10.8,0.1,0.6,343.2,No,No,Yes,Yes,Yes,No,Yes,No,"Bata, oil, spices","fish,seafood,protein"
138,Bata Tok (Sour Curry),Fish,Bangladeshi,Dinner,150,202.4,18.2,6.1,19.4,0.2,1.9,357.0,No,No,Yes,Yes,Yes,No,No,No,"Bata, oil, spices","fish,seafood,protein"
139,Bata Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,100,169.9,16.2,6.4,9.8,0.1,1.7,485.6,No,No,Yes,Yes,Yes,No,No,Yes,"Bata, oil, spices","fish,seafood,protein"
140,Bata Chochchori,Fish,Bangladeshi,Lunch,120,224.7,15.8,8.3,12.0,0.2,1.6,308.0,No,No,Yes,Yes,Yes,No,Yes,No,"Bata, oil, spices","fish,seafood,protein"
141,Bata Curry,Fish,Bangladeshi,Lunch,100,116.4,17.8,3.7,5.6,0.8,0.2,578.1,No,No,Yes,Yes,Yes,Yes,No,Yes,"Bata, oil, spices","fish,seafood,protein"
142,Bata Grilled,Fish,Bangladeshi,Dinner,120,220.7,23.4,6.5,18.7,0.6,1.3,431.0,No,No,Yes,Yes,Yes,No,No,No,"Bata, oil, spices","fish,seafood,protein"
143,Bata Roast,Fish,Bangladeshi,Dinner,100,170.4,20.2,8.3,16.5,0.6,0.7,183.4,No,No,Yes,Yes,Yes,No,No,No,"Bata, oil, spices","fish,seafood,protein"
144,Mola Bhuna,Fish,Bangladeshi,Dinner,120,106.0,19.1,4.9,14.0,1.0,0.2,417.3,No,No,Yes,Yes,Yes,No,No,No,"Mola, oil, spices","fish,seafood,protein"
145,Mola Jhol (Curry),Fish,Bangladeshi,Dinner,120,192.9,25.5,9.4,3.7,0.9,1.1,234.7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Mola, oil, spices","fish,seafood,protein"
146,Mola Bhaja (Fried),Fish,Bangladeshi,Dinner,150,124.1,15.7,3.0,18.3,0.3,1.4,377.0,No,No,Yes,Yes,Yes,No,No,No,"Mola, oil, spices","fish,seafood,protein"
147,Mola Shorshe (Mustard Curry),Fish,Bangladeshi,Lunch,100,139.6,19.8,6.4,11.9,0.2,0.7,277.3,No,No,Yes,Yes,Yes,No,Yes,No,"Mola, oil, spices","fish,seafood,protein"
148,Mola Dopiaza,Fish,Bangladeshi,Dinner,120,208.6,15.6,8.3,8.7,0.3,1.1,324.0,No,No,Yes,Yes,Yes,No,Yes,Yes,"Mola, oil, spices","fish,seafood,protein"
149,Mola Tok (Sour Curry),Fish,Bangladeshi,Dinner,150,236.3,25.6,8.0,5.6,0.1,1.3,562.5,No,No,Yes,Yes,Yes,Yes,No,Yes,"Mola, oil, spices","fish,seafood,protein"
150,Mola Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,150,211.8,19.3,8.0,18.9,0.3,0.8,506.2,No,No,Yes,Yes,Yes,No,No,No,"Mola, oil, spices","fish,seafood,protein"
151,Mola Chochchori,Fish,Bangladeshi,Lunch,150,212.5,25.4,12.0,18.5,0.1,1.3,378.8,No,No,Yes,Yes,Yes,No,No,No,"Mola, oil, spices","fish,seafood,protein"
152,Mola Curry,Fish,Bangladeshi,Lunch,120,149.4,25.5,5.4,16.0,0.2,2.0,219.7,No,No,Yes,Yes,Yes,No,No,No,"Mola, oil, spices","fish,seafood,protein"
153,Mola Grilled,Fish,Bangladeshi,Dinner,100,181.2,20.9,9.4,12.0,0.7,1.8,428.1,No,No,Yes,Yes,Yes,No,No,No,"Mola, oil, spices","fish,seafood,protein"
154,Mola Roast,Fish,Bangladeshi,Dinner,100,126.0,24.1,9.7,16.8,0.2,0.9,334.9,No,No,Yes,Yes,Yes,No,No,No,"Mola, oil, spices","fish,seafood,protein"
155,Chapila Bhuna,Fish,Bangladeshi,Lunch,120,197.7,23.3,9.8,7.0,0.2,1.9,503.0,No,No,Yes,Yes,Yes,Yes,No,Yes,"Chapila, oil, spices","fish,seafood,protein"
156,Chapila Jhol (Curry),Fish,Bangladeshi,Lunch,120,208.5,21.3,6.4,16.1,0.8,1.0,338.4,No,No,Yes,Yes,Yes,No,No,No,"Chapila, oil, spices","fish,seafood,protein"
157,Chapila Bhaja (Fried),Fish,Bangladeshi,Lunch,100,228.2,16.5,4.5,13.9,0.9,1.1,196.2,No,No,Yes,Yes,Yes,No,Yes,No,"Chapila, oil, spices","fish,seafood,protein"
158,Chapila Shorshe (Mustard Curry),Fish,Bangladeshi,Lunch,120,113.4,16.8,6.5,11.7,0.8,0.2,559.7,No,No,Yes,Yes,Yes,No,No,No,"Chapila, oil, spices","fish,seafood,protein"
159,Chapila Dopiaza,Fish,Bangladeshi,Dinner,120,248.9,19.6,6.0,9.4,0.4,0.2,251.0,No,No,Yes,Yes,Yes,No,Yes,Yes,"Chapila, oil, spices","fish,seafood,protein"
160,Chapila Tok (Sour Curry),Fish,Bangladeshi,Dinner,100,234.3,22.1,9.9,5.3,0.3,1.7,463.2,No,No,Yes,Yes,Yes,Yes,No,Yes,"Chapila, oil, spices","fish,seafood,protein"
161,Chapila Paturi (Steamed in Leaf),Fish,Bangladeshi,Lunch,150,175.1,21.8,11.1,3.3,0.2,0.3,573.1,No,No,Yes,Yes,Yes,Yes,No,Yes,"Chapila, oil, spices","fish,seafood,protein"
162,Chapila Chochchori,Fish,Bangladeshi,Dinner,100,224.2,17.6,3.2,7.1,0.6,1.2,178.3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Chapila, oil, spices","fish,seafood,protein"
163,Chapila Curry,Fish,Bangladeshi,Dinner,150,185.8,22.0,7.8,15.2,0.3,0.0,308.8,No,No,Yes,Yes,Yes,No,No,No,"Chapila, oil, spices","fish,seafood,protein"
164,Chapila Grilled,Fish,Bangladeshi,Dinner,100,206.3,15.9,11.7,4.2,0.5,1.0,594.7,No,No,Yes,Yes,Yes,Yes,No,Yes,"Chapila, oil, spices","fish,seafood,protein"
165,Chapila Roast,Fish,Bangladeshi,Lunch,120,239.7,15.5,5.9,9.3,0.7,0.7,180.4,No,No,Yes,Yes,Yes,No,Yes,Yes,"Chapila, oil, spices","fish,seafood,protein"
166,Puti Bhuna,Fish,Bangladeshi,Lunch,150,205.1,16.1,7.8,15.9,0.1,0.7,302.3,No,No,Yes,Yes,Yes,No,No,No,"Puti, oil, spices","fish,seafood,protein"
167,Puti Jhol (Curry),Fish,Bangladeshi,Lunch,150,174.3,22.6,8.3,16.8,0.1,1.6,356.0,No,No,Yes,Yes,Yes,No,No,No,"Puti, oil, spices","fish,seafood,protein"
168,Puti Bhaja (Fried),Fish,Bangladeshi,Dinner,100,107.0,17.2,2.4,18.9,0.5,2.0,394.4,No,No,Yes,Yes,Yes,No,No,No,"Puti, oil, spices","fish,seafood,protein"
169,Puti Shorshe (Mustard Curry),Fish,Bangladeshi,Dinner,100,220.5,17.1,5.6,16.3,0.9,0.7,206.0,No,No,Yes,Yes,Yes,No,No,No,"Puti, oil, spices","fish,seafood,protein"
170,Puti Dopiaza,Fish,Bangladeshi,Dinner,120,242.3,23.2,10.9,9.6,1.0,1.0,373.9,No,No,Yes,Yes,Yes,No,Yes,Yes,"Puti, oil, spices","fish,seafood,protein"
171,Puti Tok (Sour Curry),Fish,Bangladeshi,Dinner,100,216.3,15.9,8.0,17.0,0.5,0.6,186.0,No,No,Yes,Yes,Yes,No,No,No,"Puti, oil, spices","fish,seafood,protein"
172,Puti Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,120,171.3,22.9,3.7,10.5,0.4,1.5,560.2,No,No,Yes,Yes,Yes,No,No,No,"Puti, oil, spices","fish,seafood,protein"
173,Puti Chochchori,Fish,Bangladeshi,Dinner,120,202.3,23.7,2.6,14.4,0.4,1.0,487.5,No,No,Yes,Yes,Yes,No,No,No,"Puti, oil, spices","fish,seafood,protein"
174,Puti Curry,Fish,Bangladeshi,Lunch,100,122.8,21.7,9.8,3.6,0.1,1.6,314.8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Puti, oil, spices","fish,seafood,protein"
175,Puti Grilled,Fish,Bangladeshi,Dinner,150,105.2,16.7,6.5,9.3,0.4,0.2,212.0,No,No,Yes,Yes,Yes,No,Yes,Yes,"Puti, oil, spices","fish,seafood,protein"
176,Puti Roast,Fish,Bangladeshi,Dinner,120,150.3,18.1,11.6,3.4,0.2,1.0,561.1,No,No,Yes,Yes,Yes,Yes,No,Yes,"Puti, oil, spices","fish,seafood,protein"
177,Kholisha Bhuna,Fish,Bangladeshi,Lunch,120,224.0,22.7,4.1,13.4,0.7,2.0,240.1,No,No,Yes,Yes,Yes,No,Yes,No,"Kholisha, oil, spices","fish,seafood,protein"
178,Kholisha Jhol (Curry),Fish,Bangladeshi,Lunch,100,172.3,24.9,6.5,4.5,0.7,1.7,293.8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Kholisha, oil, spices","fish,seafood,protein"
179,Kholisha Bhaja (Fried),Fish,Bangladeshi,Dinner,150,110.4,21.0,10.9,17.5,0.7,1.9,437.0,No,No,Yes,Yes,Yes,No,No,No,"Kholisha, oil, spices","fish,seafood,protein"
180,Kholisha Shorshe (Mustard Curry),Fish,Bangladeshi,Dinner,150,135.9,25.8,9.9,7.0,0.5,0.7,407.5,No,No,Yes,Yes,Yes,Yes,No,Yes,"Kholisha, oil, spices","fish,seafood,protein"
181,Kholisha Dopiaza,Fish,Bangladeshi,Dinner,150,120.8,24.7,2.7,9.8,0.7,1.0,334.9,No,No,Yes,Yes,Yes,No,Yes,Yes,"Kholisha, oil, spices","fish,seafood,protein"
182,Kholisha Tok (Sour Curry),Fish,Bangladeshi,Dinner,150,111.8,25.7,8.4,10.6,0.7,0.7,545.1,No,No,Yes,Yes,Yes,No,No,No,"Kholisha, oil, spices","fish,seafood,protein"
183,Kholisha Paturi (Steamed in Leaf),Fish,Bangladeshi,Lunch,100,169.2,25.0,2.6,5.1,0.2,0.3,295.2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Kholisha, oil, spices","fish,seafood,protein"
184,Kholisha Chochchori,Fish,Bangladeshi,Lunch,120,251.6,20.7,4.8,4.3,0.2,1.9,273.5,No,No,Yes,Yes,Yes,Yes,Yes,No,"Kholisha, oil, spices","fish,seafood,protein"
185,Kholisha Curry,Fish,Bangladeshi,Dinner,150,185.4,20.5,3.7,19.0,0.2,1.3,474.3,No,No,Yes,Yes,Yes,No,No,No,"Kholisha, oil, spices","fish,seafood,protein"
186,Kholisha Grilled,Fish,Bangladeshi,Dinner,150,106.6,24.5,2.8,19.1,0.8,0.5,244.9,No,No,Yes,Yes,Yes,No,No,No,"Kholisha, oil, spices","fish,seafood,protein"
187,Kholisha Roast,Fish,Bangladeshi,Dinner,150,202.2,20.5,8.3,7.9,1.0,1.0,512.1,No,No,Yes,Yes,Yes,Yes,No,Yes,"Kholisha, oil, spices","fish,seafood,protein"
188,Air Bhuna,Fish,Bangladeshi,Dinner,120,172.6,22.6,3.6,10.1,0.5,0.7,214.7,No,No,Yes,Yes,Yes,No,Yes,No,"Air, oil, spices","fish,seafood,protein"
189,Air Jhol (Curry),Fish,Bangladeshi,Dinner,150,258.1,18.8,6.0,15.9,0.5,0.2,258.8,No,No,Yes,Yes,Yes,No,No,No,"Air, oil, spices","fish,seafood,protein"
190,Air Bhaja (Fried),Fish,Bangladeshi,Lunch,120,171.9,16.5,2.5,19.1,0.9,0.8,583.2,No,No,Yes,Yes,Yes,No,No,No,"Air, oil, spices","fish,seafood,protein"
191,Air Shorshe (Mustard Curry),Fish,Bangladeshi,Lunch,120,249.4,22.9,3.9,5.7,1.0,0.9,545.6,No,No,Yes,Yes,Yes,Yes,No,Yes,"Air, oil, spices","fish,seafood,protein"
192,Air Dopiaza,Fish,Bangladeshi,Dinner,100,114.4,19.3,6.6,7.1,0.6,0.1,276.6,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Air, oil, spices","fish,seafood,protein"
193,Air Tok (Sour Curry),Fish,Bangladeshi,Dinner,120,185.9,24.3,6.3,18.0,0.7,1.5,314.7,No,No,Yes,Yes,Yes,No,No,No,"Air, oil, spices","fish,seafood,protein"
194,Air Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,100,191.2,17.1,7.5,4.3,0.5,1.5,275.9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Air, oil, spices","fish,seafood,protein"
195,Air Chochchori,Fish,Bangladeshi,Lunch,100,256.0,19.3,9.9,8.8,0.9,1.5,239.6,No,No,Yes,Yes,Yes,No,Yes,No,"Air, oil, spices","fish,seafood,protein"
196,Air Curry,Fish,Bangladeshi,Dinner,150,106.4,15.4,9.1,16.7,0.5,0.3,551.9,No,No,Yes,Yes,Yes,No,No,No,"Air, oil, spices","fish,seafood,protein"
197,Air Grilled,Fish,Bangladeshi,Lunch,120,249.0,18.5,5.9,13.5,0.8,1.2,378.3,No,No,Yes,Yes,Yes,No,Yes,No,"Air, oil, spices","fish,seafood,protein"
198,Air Roast,Fish,Bangladeshi,Dinner,150,190.1,20.2,2.2,8.6,0.1,0.8,288.5,No,No,Yes,Yes,Yes,No,Yes,Yes,"Air, oil, spices","fish,seafood,protein"
199,Rita Bhuna,Fish,Bangladeshi,Lunch,150,175.9,25.6,9.8,16.2,0.6,1.4,412.6,No,No,Yes,Yes,Yes,No,No,No,"Rita, oil, spices","fish,seafood,protein"
200,Rita Jhol (Curry),Fish,Bangladeshi,Lunch,150,200.6,21.8,10.4,5.5,0.7,0.1,576.7,No,No,Yes,Yes,Yes,Yes,No,Yes,"Rita, oil, spices","fish,seafood,protein"
201,Rita Bhaja (Fried),Fish,Bangladeshi,Lunch,100,103.0,18.5,3.5,14.7,0.4,1.5,564.2,No,No,Yes,Yes,Yes,No,No,No,"Rita, oil, spices","fish,seafood,protein"
202,Rita Shorshe (Mustard Curry),Fish,Bangladeshi,Lunch,150,122.1,17.3,5.3,14.3,0.5,0.6,227.9,No,No,Yes,Yes,Yes,No,Yes,No,"Rita, oil, spices","fish,seafood,protein"
203,Rita Dopiaza,Fish,Bangladeshi,Dinner,150,156.7,23.5,9.2,13.9,0.7,1.2,236.5,No,No,Yes,Yes,Yes,No,Yes,No,"Rita, oil, spices","fish,seafood,protein"
204,Rita Tok (Sour Curry),Fish,Bangladeshi,Lunch,120,189.3,17.5,11.7,8.1,0.3,0.4,467.2,No,No,Yes,Yes,Yes,No,No,Yes,"Rita, oil, spices","fish,seafood,protein"
205,Rita Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,120,155.8,25.3,10.0,7.6,0.1,1.4,320.9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Rita, oil, spices","fish,seafood,protein"
206,Rita Chochchori,Fish,Bangladeshi,Dinner,120,252.7,23.9,4.9,7.9,0.7,0.7,349.1,No,No,Yes,Yes,Yes,Yes,Yes,No,"Rita, oil, spices","fish,seafood,protein"
207,Rita Curry,Fish,Bangladeshi,Dinner,150,176.7,17.2,7.4,18.9,0.7,0.3,427.1,No,No,Yes,Yes,Yes,No,No,No,"Rita, oil, spices","fish,seafood,protein"
208,Rita Grilled,Fish,Bangladeshi,Lunch,100,108.1,25.0,4.3,7.0,0.1,0.7,362.6,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Rita, oil, spices","fish,seafood,protein"
209,Rita Roast,Fish,Bangladeshi,Lunch,100,254.3,25.8,3.6,14.1,0.9,1.0,442.7,No,No,Yes,Yes,Yes,No,No,No,"Rita, oil, spices","fish,seafood,protein"
210,Bacha Bhuna,Fish,Bangladeshi,Dinner,120,145.7,15.7,9.7,14.1,0.2,1.5,532.6,No,No,Yes,Yes,Yes,No,No,No,"Bacha, oil, spices","fish,seafood,protein"
211,Bacha Jhol (Curry),Fish,Bangladeshi,Lunch,100,166.9,24.2,11.3,3.6,0.8,1.6,233.8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Bacha, oil, spices","fish,seafood,protein"
212,Bacha Bhaja (Fried),Fish,Bangladeshi,Dinner,100,101.5,21.2,3.1,19.7,0.3,2.0,394.5,No,No,Yes,Yes,Yes,No,No,No,"Bacha, oil, spices","fish,seafood,protein"
213,Bacha Shorshe (Mustard Curry),Fish,Bangladeshi,Dinner,100,236.2,20.1,3.9,4.9,0.2,0.9,265.8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Bacha, oil, spices","fish,seafood,protein"
214,Bacha Dopiaza,Fish,Bangladeshi,Lunch,100,217.9,23.7,7.7,15.9,0.2,1.7,553.7,No,No,Yes,Yes,Yes,No,No,No,"Bacha, oil, spices","fish,seafood,protein"
215,Bacha Tok (Sour Curry),Fish,Bangladeshi,Dinner,150,152.5,19.4,3.0,19.7,0.5,1.9,153.1,No,No,Yes,Yes,Yes,No,No,No,"Bacha, oil, spices","fish,seafood,protein"
216,Bacha Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,100,171.5,17.9,5.3,12.9,0.6,0.5,311.8,No,No,Yes,Yes,Yes,No,Yes,No,"Bacha, oil, spices","fish,seafood,protein"
217,Bacha Chochchori,Fish,Bangladeshi,Lunch,100,206.8,20.1,3.6,14.7,0.9,1.8,496.4,No,No,Yes,Yes,Yes,No,No,No,"Bacha, oil, spices","fish,seafood,protein"
218,Bacha Curry,Fish,Bangladeshi,Lunch,150,246.6,18.2,8.1,6.7,0.1,0.3,486.5,No,No,Yes,Yes,Yes,Yes,No,Yes,"Bacha, oil, spices","fish,seafood,protein"
219,Bacha Grilled,Fish,Bangladeshi,Dinner,120,212.3,25.0,9.6,16.6,0.8,1.5,456.2,No,No,Yes,Yes,Yes,No,No,No,"Bacha, oil, spices","fish,seafood,protein"
220,Bacha Roast,Fish,Bangladeshi,Lunch,150,171.5,22.7,2.8,12.6,0.1,1.1,377.5,No,No,Yes,Yes,Yes,No,Yes,No,"Bacha, oil, spices","fish,seafood,protein"
221,Vetki Bhuna,Fish,Bangladeshi,Lunch,100,152.5,20.7,3.2,6.5,0.6,0.2,379.7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Vetki, oil, spices","fish,seafood,protein"
222,Vetki Jhol (Curry),Fish,Bangladeshi,Lunch,120,121.1,19.6,7.6,12.5,0.7,0.6,159.8,No,No,Yes,Yes,Yes,No,Yes,No,"Vetki, oil, spices","fish,seafood,protein"
223,Vetki Bhaja (Fried),Fish,Bangladeshi,Dinner,100,219.3,21.4,2.5,8.9,0.1,2.0,570.6,No,No,Yes,Yes,Yes,No,No,Yes,"Vetki, oil, spices","fish,seafood,protein"
224,Vetki Shorshe (Mustard Curry),Fish,Bangladeshi,Lunch,120,105.1,19.5,9.7,16.0,1.0,1.3,339.2,No,No,Yes,Yes,Yes,No,No,No,"Vetki, oil, spices","fish,seafood,protein"
225,Vetki Dopiaza,Fish,Bangladeshi,Dinner,120,239.1,25.0,5.8,14.6,0.7,1.1,444.1,No,No,Yes,Yes,Yes,No,No,No,"Vetki, oil, spices","fish,seafood,protein"
226,Vetki Tok (Sour Curry),Fish,Bangladeshi,Dinner,100,128.6,20.9,7.3,15.4,0.2,0.0,160.2,No,No,Yes,Yes,Yes,No,No,No,"Vetki, oil, spices","fish,seafood,protein"
227,Vetki Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,120,207.8,21.0,7.3,17.0,0.2,0.7,274.0,No,No,Yes,Yes,Yes,No,No,No,"Vetki, oil, spices","fish,seafood,protein"
228,Vetki Chochchori,Fish,Bangladeshi,Lunch,100,229.5,19.6,9.7,18.0,0.0,0.4,195.4,No,No,Yes,Yes,Yes,No,No,No,"Vetki, oil, spices","fish,seafood,protein"
229,Vetki Curry,Fish,Bangladeshi,Lunch,120,195.6,22.7,2.5,15.6,0.4,0.5,247.8,No,No,Yes,Yes,Yes,No,No,No,"Vetki, oil, spices","fish,seafood,protein"
230,Vetki Grilled,Fish,Bangladeshi,Lunch,100,180.6,18.2,10.2,15.4,0.3,1.2,452.6,No,No,Yes,Yes,Yes,No,No,No,"Vetki, oil, spices","fish,seafood,protein"
231,Vetki Roast,Fish,Bangladeshi,Dinner,100,148.3,16.6,8.6,6.8,0.3,0.1,576.8,No,No,Yes,Yes,Yes,Yes,No,Yes,"Vetki, oil, spices","fish,seafood,protein"
232,Silver Carp Bhuna,Fish,Bangladeshi,Lunch,150,208.6,21.1,2.5,8.9,0.6,0.8,386.0,No,No,Yes,Yes,Yes,No,Yes,Yes,"Silver Carp, oil, spices","fish,seafood,protein"
233,Silver Carp Jhol (Curry),Fish,Bangladeshi,Dinner,120,123.9,19.1,9.5,11.0,0.8,0.6,468.4,No,No,Yes,Yes,Yes,No,No,No,"Silver Carp, oil, spices","fish,seafood,protein"
234,Silver Carp Bhaja (Fried),Fish,Bangladeshi,Dinner,100,190.0,25.6,7.6,5.3,0.2,0.4,441.0,No,No,Yes,Yes,Yes,Yes,No,Yes,"Silver Carp, oil, spices","fish,seafood,protein"
235,Silver Carp Shorshe (Mustard Curry),Fish,Bangladeshi,Dinner,120,114.8,23.0,3.9,7.6,0.7,1.2,543.1,No,No,Yes,Yes,Yes,Yes,No,Yes,"Silver Carp, oil, spices","fish,seafood,protein"
236,Silver Carp Dopiaza,Fish,Bangladeshi,Lunch,150,215.9,21.1,6.8,17.8,0.3,1.9,156.9,No,No,Yes,Yes,Yes,No,No,No,"Silver Carp, oil, spices","fish,seafood,protein"
237,Silver Carp Tok (Sour Curry),Fish,Bangladeshi,Lunch,150,118.8,26.0,6.8,7.1,0.6,0.4,561.8,No,No,Yes,Yes,Yes,Yes,No,Yes,"Silver Carp, oil, spices","fish,seafood,protein"
238,Silver Carp Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,120,160.9,20.9,5.6,7.4,0.5,1.0,194.4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Silver Carp, oil, spices","fish,seafood,protein"
239,Silver Carp Chochchori,Fish,Bangladeshi,Dinner,120,246.3,19.1,6.1,12.6,0.2,0.3,267.3,No,No,Yes,Yes,Yes,No,Yes,No,"Silver Carp, oil, spices","fish,seafood,protein"
240,Silver Carp Curry,Fish,Bangladeshi,Dinner,120,124.4,18.6,5.8,17.2,0.5,1.3,458.2,No,No,Yes,Yes,Yes,No,No,No,"Silver Carp, oil, spices","fish,seafood,protein"
241,Silver Carp Grilled,Fish,Bangladeshi,Dinner,120,254.6,22.1,6.9,5.9,0.8,0.3,474.1,No,No,Yes,Yes,Yes,Yes,No,No,"Silver Carp, oil, spices","fish,seafood,protein"
242,Silver Carp Roast,Fish,Bangladeshi,Dinner,100,246.7,21.0,8.4,4.0,0.0,1.7,575.3,No,No,Yes,Yes,Yes,Yes,No,Yes,"Silver Carp, oil, spices","fish,seafood,protein"
243,Grass Carp Bhuna,Fish,Bangladeshi,Lunch,100,166.0,24.3,4.3,15.0,0.0,1.0,317.9,No,No,Yes,Yes,Yes,No,Yes,No,"Grass Carp, oil, spices","fish,seafood,protein"
244,Grass Carp Jhol (Curry),Fish,Bangladeshi,Dinner,150,178.1,15.1,7.5,3.2,0.5,0.5,589.9,No,No,Yes,Yes,Yes,Yes,No,Yes,"Grass Carp, oil, spices","fish,seafood,protein"
245,Grass Carp Bhaja (Fried),Fish,Bangladeshi,Lunch,150,230.1,22.4,10.1,18.5,0.1,0.2,217.0,No,No,Yes,Yes,Yes,No,No,No,"Grass Carp, oil, spices","fish,seafood,protein"
246,Grass Carp Shorshe (Mustard Curry),Fish,Bangladeshi,Lunch,150,184.2,24.0,4.7,9.7,0.4,0.8,404.3,No,No,Yes,Yes,Yes,No,No,Yes,"Grass Carp, oil, spices","fish,seafood,protein"
247,Grass Carp Dopiaza,Fish,Bangladeshi,Lunch,120,209.4,24.3,8.5,17.6,0.8,0.2,320.7,No,No,Yes,Yes,Yes,No,No,No,"Grass Carp, oil, spices","fish,seafood,protein"
248,Grass Carp Tok (Sour Curry),Fish,Bangladeshi,Dinner,100,201.9,22.7,2.8,17.4,0.6,0.7,589.8,No,No,Yes,Yes,Yes,No,No,No,"Grass Carp, oil, spices","fish,seafood,protein"
249,Grass Carp Paturi (Steamed in Leaf),Fish,Bangladeshi,Lunch,150,247.1,17.5,11.0,14.8,0.6,0.5,565.9,No,No,Yes,Yes,Yes,No,No,No,"Grass Carp, oil, spices","fish,seafood,protein"
250,Grass Carp Chochchori,Fish,Bangladeshi,Dinner,150,190.2,15.4,11.3,8.3,1.0,1.2,488.5,No,No,Yes,Yes,Yes,No,No,Yes,"Grass Carp, oil, spices","fish,seafood,protein"
251,Grass Carp Curry,Fish,Bangladeshi,Dinner,100,147.9,21.2,7.7,17.4,0.7,1.1,322.7,No,No,Yes,Yes,Yes,No,No,No,"Grass Carp, oil, spices","fish,seafood,protein"
252,Grass Carp Grilled,Fish,Bangladeshi,Lunch,150,215.9,20.5,11.7,3.9,0.4,1.7,303.3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Grass Carp, oil, spices","fish,seafood,protein"
253,Grass Carp Roast,Fish,Bangladeshi,Dinner,120,104.7,18.0,11.9,11.3,0.4,1.9,344.3,No,No,Yes,Yes,Yes,No,Yes,No,"Grass Carp, oil, spices","fish,seafood,protein"
254,Mrigel Bhuna,Fish,Bangladeshi,Dinner,100,223.5,18.2,4.5,4.2,0.3,0.8,502.8,No,No,Yes,Yes,Yes,Yes,No,Yes,"Mrigel, oil, spices","fish,seafood,protein"
